sku,name,description,category,barcode,selling_price,cost_price,tax_rate,stock,min_stock_level,max_stock_level,reorder_point,reorder_quantity,unit_of_measure,supplier_name,supplier_contact,is_active,receipt_number,transaction_date,location_name,quantity,unit_price,discount_amount,tax_amount,payment_method,customer_name,customer_email,customer_phone,cashier_name,notes
AUTO-091,First Aid Kit 200pc,Be Smart Get Prepared First Aid Kit 200pc,Automotive,037000013601,24.99,14.95,8.25,38,4,20,6,12,each,Be Smart,orders@besmart.com,true,,,,,,,,,,,,,
AUTO-092,Fire Extinguisher 1A10BC,Kidde Fire Extinguisher 1A:10BC,Automotive,037000013618,29.99,17.95,8.25,28,4,20,6,12,each,Kidde,orders@kidde.com,true,,,,,,,,,,,,,
AUTO-093,Fire Extinguisher Auto,Kidde Auto Fire Extinguisher 2.5lb,Automotive,037000013625,24.99,14.95,8.25,34,4,30,8,15,each,Kidde,orders@kidde.com,true,,,,,,,,,,,,,
AUTO-094,Window Breaker/Seatbelt Cutter,LifeHammer Original Emergency Tool,Automotive,037000013632,14.99,8.95,8.25,67,6,40,12,20,each,LifeHammer,orders@lifehammer.com,true,,,,,,,,,,,,,
AUTO-095,Reflective Vest Safety,Ergodyne GloWear Reflective Safety Vest,Automotive,037000013649,9.99,5.95,8.25,56,10,60,15,30,each,Ergodyne,orders@ergodyne.com,true,,,,,,,,,,,,,
AUTO-096,Work Light COB LED,Bayco Rechargeable LED Work Light,Automotive,037000013656,19.99,11.95,8.25,45,4,30,8,15,each,Bayco,orders@bayco.com,true,,,,,,,,,,,,,
AUTO-097,Flashlight Tactical,Fenix PD35 Tactical Flashlight,Automotive,037000013663,79.99,47.95,8.25,18,2,10,3,8,each,Fenix,orders@fenix.com,true,,,,,,,,,,,,,
AUTO-098,Flashlight Mini Streamlight,Streamlight Stylus Pro LED Penlight,Automotive,037000013670,29.99,17.95,8.25,34,4,20,6,12,each,Streamlight,orders@streamlight.com,true,,,,,,,,,,,,,
AUTO-099,Flashlight LED Maglite,Maglite LED 2-Cell D Flashlight,Automotive,037000013687,24.99,14.95,8.25,45,4,30,8,15,each,Maglite,orders@maglite.com,true,,,,,,,,,,,,,
AUTO-100,Batteries AA 8ct,Energizer Max AA Batteries 8ct,Automotive,039800013694,8.99,5.35,8.25,156,24,200,36,100,each,Energizer,orders@energizer.com,true,,,,,,,,,,,,,
BEV-001,Coca-Cola 20oz,,,,,,,,,,,,,,,,RCP-20250325-001,2025-03-25 06:15:00,Main Floor,2,2.49,0.00,0.41,card,Mike Johnson,mike.j@email.com,555-0101,,
SNK-001,Lay's Classic Chips,,,,,,,,,,,,,,,,RCP-20250325-001,2025-03-25 06:15:00,Main Floor,1,2.29,0.00,0.19,card,Mike Johnson,mike.j@email.com,555-0101,,
BEV-007,Gatorade Cool Blue,,,,,,,,,,,,,,,,RCP-20250325-002,2025-03-25 06:23:00,Cooler,1,3.29,0.00,0.27,cash,Sarah Williams,sarah.w@email.com,555-0102,,
SNK-013,Chex Mix,,,,,,,,,,,,,,,,RCP-20250325-002,2025-03-25 06:23:00,Cooler,2,1.79,0.00,0.29,cash,Sarah Williams,sarah.w@email.com,555-0102,,
SNK-014,Pretzels,,,,,,,,,,,,,,,,RCP-20250325-002,2025-03-25 06:23:00,Cooler,1,1.79,0.00,0.15,cash,Sarah Williams,sarah.w@email.com,555-0102,,
TOB-001,Marlboro Red,,,,,,,,,,,,,,,,RCP-20250325-003,2025-03-25 06:45:00,Front Counter,2,10.99,1.00,1.81,card,David Brown,david.b@email.com,555-0103,,
TOB-002,Newport Box,,,,,,,,,,,,,,,,RCP-20250325-003,2025-03-25 06:45:00,Front Counter,1,10.99,0.00,0.91,card,David Brown,david.b@email.com,555-0103,,
BEV-012,Monster Energy,,,,,,,,,,,,,,,,RCP-20250325-004,2025-03-25 07:05:00,Cooler,1,3.99,0.00,0.33,mobile,Emily Davis,emily.d@email.com,555-0104,,
SNK-017,Beef Jerky,,,,,,,,,,,,,,,,RCP-20250325-004,2025-03-25 07:05:00,Main Floor,1,1.49,0.00,0.12,mobile,Emily Davis,emily.d@email.com,555-0104,,
ESS-001,Whole Milk Gallon,,,,,,,,,,,,,,,,RCP-20250325-005,2025-03-25 07:12:00,Cooler,1,4.49,0.00,0.37,card,James Miller,james.m@email.com,555-0105,,
ESS-003,White Bread,,,,,,,,,,,,,,,,RCP-20250325-005,2025-03-25 07:12:00,Bakery Shelf,1,3.99,0.00,0.33,card,James Miller,james.m@email.com,555-0105,,
ESS-012,Eggs Dozen,,,,,,,,,,,,,,,,RCP-20250325-005,2025-03-25 07:12:00,Cooler,1,3.99,0.00,0.33,card,James Miller,james.m@email.com,555-0105,,
BEV-002,Diet Coke 20oz,,,,,,,,,,,,,,,,RCP-20250325-006,2025-03-25 07:30:00,Cooler,1,2.49,0.00,0.21,cash,Lisa Garcia,lisa.g@email.com,555-0106,,
SNK-002,Doritos Nacho,,,,,,,,,,,,,,,,RCP-20250325-006,2025-03-25 07:30:00,Main Floor,1,2.49,0.00,0.21,cash,Lisa Garcia,lisa.g@email.com,555-0106,,
SNK-009,Cheetos Crunchy,,,,,,,,,,,,,,,,RCP-20250325-006,2025-03-25 07:30:00,Main Floor,2,1.29,0.00,0.21,cash,Lisa Garcia,lisa.g@email.com,555-0106,,
BEER-004,Corona 6-Pack,,,,,,,,,,,,,,,,RCP-20250325-007,2025-03-25 07:45:00,Liquor Room,1,19.99,0.00,1.65,card,Robert Martinez,robert.m@email.com,555-0107,,
ESS-020,Toilet Paper 4-Pack,,,,,,,,,,,,,,,,RCP-20250325-008,2025-03-25 08:05:00,Back Shelf,1,12.99,0.00,1.07,mobile,Jennifer Lee,jennifer.l@email.com,555-0108,,
ESS-023,Bottled Water 24pk,,,,,,,,,,,,,,,,RCP-20250325-008,2025-03-25 08:05:00,Cooler,1,3.99,0.00,0.33,mobile,Jennifer Lee,jennifer.l@email.com,555-0108,,
BEV-003,Sprite 20oz,,,,,,,,,,,,,,,,RCP-20250325-009,2025-03-25 08:15:00,Cooler,1,2.49,0.00,0.21,card,Michael Wilson,michael.w@email.com,555-0109,,
BEV-004,Mountain Dew 20oz,,,,,,,,,,,,,,,,RCP-20250325-009,2025-03-25 08:15:00,Cooler,1,2.49,0.00,0.21,card,Michael Wilson,michael.w@email.com,555-0109,,
BEV-005,Dr Pepper 20oz,,,,,,,,,,,,,,,,RCP-20250325-009,2025-03-25 08:15:00,Cooler,1,2.49,0.00,0.21,card,Michael Wilson,michael.w@email.com,555-0109,,
BEV-006,Pepsi 20oz,,,,,,,,,,,,,,,,RCP-20250325-009,2025-03-25 08:15:00,Cooler,1,2.49,0.00,0.21,card,Michael Wilson,michael.w@email.com,555-0109,,
TOB-003,Camel Blue,,,,,,,,,,,,,,,,RCP-20250325-010,2025-03-25 08:30:00,Front Counter,2,10.49,2.00,1.73,cash,Amanda Taylor,amanda.t@email.com,555-0110,,
SNK-004,Takis Fuego,,,,,,,,,,,,,,,,RCP-20250325-010,2025-03-25 08:30:00,Main Floor,1,4.49,0.00,0.37,cash,Amanda Taylor,amanda.t@email.com,555-0110,,
BEV-008,Red Bull 8.4oz,,,,,,,,,,,,,,,,RCP-20250325-010,2025-03-25 08:30:00,Cooler,1,3.29,0.00,0.27,cash,Amanda Taylor,amanda.t@email.com,555-0110,,
SNK-003,Cheetos Flamin Hot,,,,,,,,,,,,,,,,RCP-20250325-011,2025-03-25 08:45:00,Main Floor,2,2.49,0.00,0.41,card,Christopher Anderson,chris.a@email.com,555-0111,,
SNK-006,Pringles Original,,,,,,,,,,,,,,,,RCP-20250325-011,2025-03-25 08:45:00,Main Floor,1,3.49,0.00,0.29,card,Christopher Anderson,chris.a@email.com,555-0111,,
SNK-007,Funyuns,,,,,,,,,,,,,,,,RCP-20250325-011,2025-03-25 08:45:00,Main Floor,1,2.99,0.00,0.25,card,Christopher Anderson,chris.a@email.com,555-0111,,
BEER-005,Titos Vodka 750ml,,,,,,,,,,,,,,,,RCP-20250325-012,2025-03-25 09:00:00,Liquor Room,2,15.99,0.00,2.64,card,Jessica Thomas,jessica.t@email.com,555-0112,,
BEER-006,Crown Royal 750ml,,,,,,,,,,,,,,,,RCP-20250325-012,2025-03-25 09:00:00,Liquor Room,1,18.99,0.00,1.57,card,Jessica Thomas,jessica.t@email.com,555-0112,,
BEV-010,Arizona Tea,,,,,,,,,,,,,,,,RCP-20250325-013,2025-03-25 09:15:00,Cooler,2,1.99,0.00,0.33,cash,Daniel Jackson,daniel.j@email.com,555-0113,,
SNK-010,Trail Mix,,,,,,,,,,,,,,,,RCP-20250325-013,2025-03-25 09:15:00,Main Floor,1,1.99,0.00,0.16,cash,Daniel Jackson,daniel.j@email.com,555-0113,,
SNK-011,Sunflower Seeds,,,,,,,,,,,,,,,,RCP-20250325-013,2025-03-25 09:15:00,Checkout Counter,1,1.99,0.00,0.16,cash,Daniel Jackson,daniel.j@email.com,555-0113,,
ESS-021,Paper Towels,,,,,,,,,,,,,,,,RCP-20250325-014,2025-03-25 09:30:00,Back Shelf,1,11.99,0.00,0.99,mobile,Elizabeth White,elizabeth.w@email.com,555-0114,,
ESS-026,Dish Soap,,,,,,,,,,,,,,,,RCP-20250325-014,2025-03-25 09:30:00,Back Shelf,2,2.99,0.00,0.49,mobile,Elizabeth White,elizabeth.w@email.com,555-0114,,
ESS-027,Trash Bags,,,,,,,,,,,,,,,,RCP-20250325-014,2025-03-25 09:30:00,Back Shelf,1,8.99,0.00,0.74,mobile,Elizabeth White,elizabeth.w@email.com,555-0114,,
SNK-005,Chex Mix Traditional,,,,,,,,,,,,,,,,RCP-20250325-015,2025-03-25 09:45:00,Main Floor,1,2.29,0.00,0.19,card,Matthew Harris,matthew.h@email.com,555-0115,,
SNK-015,Goldfish Crackers,,,,,,,,,,,,,,,,RCP-20250325-015,2025-03-25 09:45:00,Main Floor,1,1.79,0.00,0.15,card,Matthew Harris,matthew.h@email.com,555-0115,,
SNK-016,Ritz Crackers,,,,,,,,,,,,,,,,RCP-20250325-015,2025-03-25 09:45:00,Main Floor,1,1.99,0.00,0.16,card,Matthew Harris,matthew.h@email.com,555-0115,,
SNK-017,Beef Jerky,,,,,,,,,,,,,,,,RCP-20250325-015,2025-03-25 09:45:00,Main Floor,1,1.49,0.00,0.12,card,Matthew Harris,matthew.h@email.com,555-0115,,
TOB-001,Marlboro Red,,,,,,,,,,,,,,,,RCP-20250325-016,2025-03-25 10:00:00,Front Counter,3,10.99,5.00,2.72,card,Ashley Martin,ashley.m@email.com,555-0116,,
TOB-004,Marlboro Menthol,,,,,,,,,,,,,,,,RCP-20250325-016,2025-03-25 10:00:00,Front Counter,1,11.49,0.00,0.95,card,Ashley Martin,ashley.m@email.com,555-0116,,
SNK-004,Takis Fuego,,,,,,,,,,,,,,,,RCP-20250325-016,2025-03-25 10:00:00,Main Floor,2,4.49,0.00,0.74,card,Ashley Martin,ashley.m@email.com,555-0116,,
ESS-008,Butter 1lb,,,,,,,,,,,,,,,,RCP-20250325-017,2025-03-25 10:15:00,Cooler,1,6.99,0.00,0.58,cash,Joshua Thompson,joshua.t@email.com,555-0117,,
ESS-018,Orange Juice,,,,,,,,,,,,,,,,RCP-20250325-017,2025-03-25 10:15:00,Cooler,1,2.49,0.00,0.21,cash,Joshua Thompson,joshua.t@email.com,555-0117,,
ESS-019,Coffee Creamer,,,,,,,,,,,,,,,,RCP-20250325-017,2025-03-25 10:15:00,Cooler,1,3.49,0.00,0.29,cash,Joshua Thompson,joshua.t@email.com,555-0117,,
BEV-009,Arizona Green Tea,,,,,,,,,,,,,,,,RCP-20250325-018,2025-03-25 10:30:00,Cooler,1,2.99,0.00,0.25,mobile,Stephanie Robinson,stephanie.r@email.com,555-0118,,
SNK-012,Granola Bars,,,,,,,,,,,,,,,,RCP-20250325-018,2025-03-25 10:30:00,Main Floor,1,2.49,0.00,0.21,mobile,Stephanie Robinson,stephanie.r@email.com,555-0118,,
SNK-018,Candy Bar,,,,,,,,,,,,,,,,RCP-20250325-018,2025-03-25 10:30:00,Checkout Counter,1,1.49,0.00,0.12,mobile,Stephanie Robinson,stephanie.r@email.com,555-0118,,
ESS-024,Aluminum Foil,,,,,,,,,,,,,,,,RCP-20250325-019,2025-03-25 10:45:00,Back Shelf,1,5.99,0.00,0.49,card,Andrew Clark,andrew.c@email.com,555-0119,,
ESS-025,Ziploc Bags,,,,,,,,,,,,,,,,RCP-20250325-019,2025-03-25 10:45:00,Back Shelf,1,4.99,0.00,0.41,card,Andrew Clark,andrew.c@email.com,555-0119,,
ESS-028,Laundry Detergent,,,,,,,,,,,,,,,,RCP-20250325-019,2025-03-25 10:45:00,Back Shelf,1,8.99,0.00,0.74,card,Andrew Clark,andrew.c@email.com,555-0119,,
